Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,m,n,k,A,B,C,D,alpha,beta,split_k_mode,split_k_slices,batch_count,raster_order,runtime_input_datatype_a,runtime_input_datatype_b,use_pdl,enable_sm90_mixed_dtype_shuffle_test,swizzle_size,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,cluster_m_fallback,cluster_n_fallback,cluster_k_fallback,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,gemm,cutlass_simt_cgemm_128x64_8x2_tn_align1,not_verified,success,universal,16384,8192,2048,cf32:row,cf32:column,cf32:column,cf32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,cf32,128,64,8,1,1,1,0,0,0,2,2,2,1,1,1,1,50,1024,1476395008,2200096997376,1490,49.9169,27.5458,44075.2
1,CUTLASS,gemm,cutlass_simt_cgemm_128x64_8x2_tt_align1,not_verified,success,universal,16384,8192,2048,cf32:row,cf32:row,cf32:column,cf32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,cf32,128,64,8,1,1,1,0,0,0,2,2,2,1,1,1,1,50,1024,1476395008,2200096997376,1490,44.7123,30.7522,49205.7
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,not_verified,success,universal,16384,8192,2048,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,369098752,550024249344,1490,7.13455,48.181,77093.1
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nt_align1,not_verified,success,universal,16384,8192,2048,f16:column,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,369098752,550024249344,1490,6.85261,50.1634,80265
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_tn_align1,not_verified,success,universal,16384,8192,2048,f16:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,369098752,550024249344,1490,7.05502,48.7242,77962.1
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_tt_align1,not_verified,success,universal,16384,8192,2048,f16:row,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,369098752,550024249344,1490,6.88913,49.8974,79839.4
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_nn_align1,not_verified,success,universal,16384,8192,2048,s8:column,s8:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,587202560,550024249344,936,3.54441,154.292,155181
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_nt_align1,not_verified,success,universal,16384,8192,2048,s8:column,s8:row,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,587202560,550024249344,936,3.54236,154.382,155271
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_tn_align1,not_verified,success,universal,16384,8192,2048,s8:row,s8:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,587202560,550024249344,936,3.56147,153.553,154437
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_tt_align1,not_verified,success,universal,16384,8192,2048,s8:row,s8:row,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,587202560,550024249344,936,3.56352,153.465,154349
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_nn_align1,not_verified,success,universal,16384,8192,2048,s8:column,s8:column,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,184549376,550024249344,2980,3.46044,49.6686,158946
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_nt_align1,not_verified,success,universal,16384,8192,2048,s8:column,s8:row,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,184549376,550024249344,2980,3.46692,49.5757,158649
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_tn_align1,not_verified,success,universal,16384,8192,2048,s8:row,s8:column,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,184549376,550024249344,2980,3.4618,49.649,158884
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_tt_align1,not_verified,success,universal,16384,8192,2048,s8:row,s8:row,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,184549376,550024249344,2980,3.48399,49.3328,157872
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_nn_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,637534208,550024249344,862,2.37909,249.57,231191
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_nt_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,637534208,550024249344,862,2.32209,255.696,236866
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_tn_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,637534208,550024249344,862,2.39582,247.828,229577
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_tt_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,637534208,550024249344,862,2.36271,251.3,232794
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_nn_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,369098752,550024249344,1490,2.15381,159.601,255372
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_nt_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,369098752,550024249344,1490,2.08691,164.717,263559
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_tn_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,369098752,550024249344,1490,2.1562,159.424,255089
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_tt_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,369098752,550024249344,1490,2.10603,163.222,261167
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,369098752,550024249344,1490,2.13845,160.747,257207
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nt_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,369098752,550024249344,1490,1.89099,181.783,290866
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_tn_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,369098752,550024249344,1490,2.05756,167.067,267319
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_tt_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,369098752,550024249344,1490,1.94355,176.867,283000
1,CUTLASS,gemm,cutlass_tensorop_i8816gemm_s8_256x128_64x2_tn_align16,not_verified,success,universal,16384,8192,2048,s8:row,s8:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,587202560,550024249344,936,1.23255,443.692,446247
1,CUTLASS,gemm,cutlass_tensorop_s8_i8816gemm_s8_256x128_64x2_tn_align16,not_verified,success,universal,16384,8192,2048,s8:row,s8:column,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,184549376,550024249344,2980,1.1008,156.136,499659
1,CUTLASS,gemm,cutlass_tensorop_i8816gemm_u8_256x128_64x2_tn_align16,not_verified,success,universal,16384,8192,2048,u8:row,u8:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,587202560,550024249344,936,1.01376,539.452,542559
1,CUTLASS,gemm,cutlass_tensorop_u8_i8816gemm_u8_256x128_64x2_tn_align16,not_verified,success,universal,16384,8192,2048,u8:row,u8:column,u8:column,u8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,184549376,550024249344,2980,0.863232,199.106,637169
1,CUTLASS,gemm,cutlass_tensorop_s8_i8816gemm_s8_256x128_64x2_n32t32_align16,not_verified,success,universal,16384,8192,2048,s8:nk32,s8:tk32,s8:nk32,s8:nk32,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,184549376,550024249344,2980,1.00932,170.287,544944
1,CUTLASS,gemm,cutlass_tensorop_u8_i8816gemm_u8_256x128_64x2_n32t32_align16,not_verified,success,universal,16384,8192,2048,u8:nk32,u8:tk32,u8:nk32,u8:nk32,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,184549376,550024249344,2980,0.811691,211.749,677628
1,CUTLASS,gemm,cutlass_tensorop_i8832gemm_s4_256x128_128x2_tn_align32,not_verified,success,universal,16384,8192,2048,s4:row,s4:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,562036736,550024249344,978,0.762539,686.441,721307
1,CUTLASS,gemm,cutlass_tensorop_s4_i8832gemm_s4_256x128_128x2_tn_align32,not_verified,success,universal,16384,8192,2048,s4:row,s4:column,s4:column,s4:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,92274688,550024249344,5960,0.562859,152.68,977198
1,CUTLASS,gemm,cutlass_tensorop_i8832gemm_u4_256x128_128x2_tn_align32,not_verified,success,universal,16384,8192,2048,u4:row,u4:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,562036736,550024249344,978,0.733525,713.592,749837
1,CUTLASS,gemm,cutlass_tensorop_u4_i8832gemm_u4_256x128_128x2_tn_align32,not_verified,success,universal,16384,8192,2048,u4:row,u4:column,u4:column,u4:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,92274688,550024249344,5960,0.474112,181.26,1.16011e+06
1,CUTLASS,gemm,cutlass_tensorop_s4_i8832gemm_s4_256x128_128x2_n64t64_align32,not_verified,success,universal,16384,8192,2048,s4:nk64,s4:tk64,s4:nk64,s4:nk64,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,92274688,550024249344,5960,0.531797,161.598,1.03427e+06
1,CUTLASS,gemm,cutlass_tensorop_u4_i8832gemm_u4_256x128_128x2_n64t64_align32,not_verified,success,universal,16384,8192,2048,u4:nk64,u4:tk64,u4:nk64,u4:nk64,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,92274688,550024249344,5960,0.442368,194.267,1.24336e+06
1,CUTLASS,gemm,cutlass_tensorop_i88128xorgemm_b1_256x128_512x2_tn_align128,not_verified,success,universal,16384,8192,2048,b1:row,b1:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,512,1,1,1,0,0,0,2,4,2,1,8,8,128,75,1024,543162368,550024249344,1012,0.643072,786.629,855307
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_nn_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,637534208,550024249344,862,1.80565,328.828,304612
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_nt_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,637534208,550024249344,862,1.72612,343.979,318647
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_tn_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,637534208,550024249344,862,1.83501,323.568,299739
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_tt_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,637534208,550024249344,862,1.74967,339.349,314358
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_nn_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.69711,202.55,324095
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_nt_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.64318,209.198,334732
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_tn_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.70394,201.739,322796
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_tt_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.664,206.581,330543
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_nn_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.67561,205.15,328254
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_nt_align8,not_verified,success,universal,16384,8192,2048,f16:column,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.62031,212.151,339456
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_tn_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.68346,204.193,326723
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_tt_align8,not_verified,success,universal,16384,8192,2048,f16:row,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.63601,210.115,336198
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_nn_align8,not_verified,success,universal,16384,8192,2048,bf16:column,bf16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,637534208,550024249344,862,1.87665,316.388,293088
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_nt_align8,not_verified,success,universal,16384,8192,2048,bf16:column,bf16:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,637534208,550024249344,862,1.78347,332.919,308402
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_tn_align8,not_verified,success,universal,16384,8192,2048,bf16:row,bf16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,637534208,550024249344,862,1.88041,315.756,292503
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_tt_align8,not_verified,success,universal,16384,8192,2048,bf16:row,bf16:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,637534208,550024249344,862,1.792,331.334,306933
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_nn_align8,not_verified,success,universal,16384,8192,2048,bf16:column,bf16:column,bf16:column,bf16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.74865,196.58,314542
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_nt_align8,not_verified,success,universal,16384,8192,2048,bf16:column,bf16:row,bf16:column,bf16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.69199,203.163,325075
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_tn_align8,not_verified,success,universal,16384,8192,2048,bf16:row,bf16:column,bf16:column,bf16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.7606,195.246,312408
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_tt_align8,not_verified,success,universal,16384,8192,2048,bf16:row,bf16:row,bf16:column,bf16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,369098752,550024249344,1490,1.70837,201.215,321958
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_nn_align4,not_verified,success,universal,16384,8192,2048,tf32:column,tf32:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,738197504,550024249344,745,3.30069,208.29,166639
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_nt_align4,not_verified,success,universal,16384,8192,2048,tf32:column,tf32:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,738197504,550024249344,745,3.24881,211.616,169300
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_tn_align4,not_verified,success,universal,16384,8192,2048,tf32:row,tf32:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,738197504,550024249344,745,3.30889,207.774,166226
